lemma,frequency_rank,frequency_set,part_of_speech,is_function_word,first_letter_unit,last_letter_unit,is_dead_end
Little Red Riding Hood,1557,16,X,0,L,d,0
flower shop,1558,16,X,0,f,p,0
cauliflower,1559,16,X,0,c,r,0
congratulating,1560,16,X,0,c,g,0
comb,1561,16,X,0,c,b,0
to comb one's hair,1562,16,X,0,t,r,0
four hundred,1563,16,X,0,f,d,0
brush,1564,16,X,0,b,h,0
fourteenth,1565,16,X,0,f,h,0
Chilean,1566,16,X,0,C,n,0
to seem,1567,16,X,0,t,m,0
to be surprised,1568,16,X,0,t,d,0
ćevap,1569,16,X,0,ć,p,0
ćevapčić,1570,16,X,0,ć,ć,0
distant,1571,16,X,0,d,t,0
distance,1572,16,X,0,d,e,0
dative case,1573,16,X,0,d,e,0
giving,1574,16,X,0,g,g,0
to decline,1575,16,X,0,t,e,0
destination,1576,16,X,0,d,n,0
detergent,1577,16,X,0,d,t,0
ninety,1578,16,X,0,n,y,0
nineteen,1579,16,X,0,n,n,0
nineteenth,1580,16,X,0,n,h,0
nine hundred,1581,16,X,0,n,d,0
dynamic,1582,16,X,0,d,c,0
dynamism,1583,16,X,0,d,m,0
directive,1584,16,X,0,d,e,0
discussing,1585,16,X,0,d,g,0
living room,1586,16,X,0,l,m,0
to await,1587,16,X,0,t,t,0
to happen,1588,16,X,0,t,n,0
arranging,1589,16,X,0,a,g,0
to agree,1590,16,X,0,t,e,0
documentary film,1591,16,X,0,d,m,0
turtleneck,1592,16,X,0,t,k,0
homeland,1593,16,X,0,h,d,0
to supplement,1594,16,X,0,t,t,0
permitting,1595,16,X,0,p,g,0
drugstore,1596,16,X,0,d,e,0
to socialize,1597,16,X,0,t,e,0
wooden,1598,16,X,0,w,n,0
statehood,1599,16,X,0,s,d,0
soup plate,1600,16,X,0,s,e,0
Dubrovnik,1601,17,X,0,D,k,0
length,1602,17,X,0,l,h,0
twentieth,1603,17,X,0,t,h,0
twelfth,1604,17,X,0,t,h,0
two-thousandth,1605,17,X,0,t,h,0
two-seater sofa,1606,17,X,0,t,a,0
pocket money,1607,17,X,0,p,y,0
ginger,1608,17,X,0,g,r,0
economist,1609,17,X,0,e,t,0
elegance,1610,17,X,0,e,e,0
essay,1611,17,X,0,e,y,0
philosophical,1612,17,X,0,p,l,0
fjord,1613,17,X,0,f,d,0
flute,1614,17,X,0,f,e,0
marker,1615,17,X,0,m,r,0
fountain,1616,17,X,0,f,n,0
formal,1617,17,X,0,f,l,0
formally,1618,17,X,0,f,y,0
idiom,1619,17,X,0,i,m,0
hairdressing,1620,17,X,0,h,g,0
future tense,1621,17,X,0,f,e,0
geyser,1622,17,X,0,g,r,0
gemišt,1623,17,X,0,g,t,0
genitive case,1624,17,X,0,g,e,0
iron,1625,17,X,0,i,n,0
verbal,1626,17,X,0,v,l,0
Glagolitic priest,1627,17,X,0,G,t,0
Glagolitic script,1628,17,X,0,G,t,0
gluten,1629,17,X,0,g,n,0
spoken,1630,17,X,0,s,n,0
grapheme,1631,17,X,0,g,e,0
graffiti,1632,17,X,0,g,i,0
grammatical,1633,17,X,0,g,l,0
grammar,1634,17,X,0,g,r,0
coat of arms,1635,17,X,0,c,s,0
to hug,1636,17,X,0,t,g,0
goulash,1637,17,X,0,g,h,0
pet name,1638,17,X,0,p,e,0
Honduran,1639,17,X,0,H,n,0
hostel,1640,17,X,0,h,l,0
acted,1641,17,X,0,a,d,0
feature film,1642,17,X,0,f,m,0
to play,1643,17,X,0,t,y,0
icon,1644,17,X,0,i,n,0
name day,1645,17,X,0,n,y,0
noun,1646,17,X,0,n,n,0
nominal,1647,17,X,0,n,l,0
to improvise,1648,17,X,0,t,e,0
indirect,1649,17,X,0,i,t,0
infinitive,1650,17,X,0,i,e,0
IT specialist,1651,17,X,0,I,t,0
to inform,1652,17,X,0,t,m,0
innovation,1653,17,X,0,i,n,0
inspiration,1654,17,X,0,i,n,0
installation,1655,17,X,0,i,n,0
instrumental case,1656,17,X,0,i,e,0
to interview,1657,17,X,0,t,w,0
inversion,1658,17,X,0,i,n,0
Icelandic,1659,17,X,0,I,c,0
apologizing,1660,17,X,0,a,g,0
to apologize,1661,17,X,0,t,e,0
letting out,1662,17,X,0,l,t,0
east of,1663,17,X,0,e,f,0
declarative,1664,17,X,0,d,e,0
to rent,1665,17,X,0,t,t,0
to carry out,1666,17,X,0,t,t,0
to omit,1667,17,X,0,t,t,0
inventor,1668,17,X,0,i,r,0
Adriatic,1669,17,X,0,A,c,0
lamb,1670,17,X,0,l,b,0
to report in,1671,17,X,0,t,n,0
eleventh,1672,17,X,0,e,h,0
to sail,1673,17,X,0,t,l,0
linguistic,1674,17,X,0,l,c,0
south of,1675,17,X,0,s,f,0
South African,1676,17,X,0,S,n,0
calculator,1677,17,X,0,c,r,0
stone,1678,17,X,0,s,e,0
canteen,1679,17,X,0,c,n,0
characteristic,1680,17,X,0,c,c,0
Karlovac,1681,17,X,0,K,c,0
carnival,1682,17,X,0,c,l,0
to play cards,1683,17,X,0,t,s,0
catalog,1684,17,X,0,c,g,0
Qatari,1685,17,X,0,Q,i,0
cathedral,1686,17,X,0,c,l,0
chestnut,1687,17,X,0,c,t,0
kiosk,1688,17,X,0,k,k,0
paintbrush,1689,17,X,0,p,h,0
ice skater,1690,17,X,0,i,r,0
kangaroo,1691,17,X,0,k,o,0
clog,1692,17,X,0,c,g,0
librarian,1693,17,X,0,l,n,0
koala,1694,17,X,0,k,a,0
to combine,1695,17,X,0,t,e,0
communicative,1696,17,X,0,c,e,0
conditional mood,1697,17,X,0,c,d,0
concretely,1698,17,X,0,c,y,0
consonant,1699,17,X,0,c,t,0
to construct,1700,17,X,0,t,t,0
consultation,1701,18,X,0,c,n,0
to conjugate,1702,18,X,0,t,e,0
football boot,1703,18,X,0,f,t,0
promenade,1704,18,X,0,p,e,0
basketball player,1705,18,X,0,b,r,0
cosmetologist,1706,18,X,0,c,t,0
cosmetic,1707,18,X,0,c,c,0
cream cake,1708,18,X,0,c,e,0
pear,1709,18,X,0,p,r,0
small house,1710,18,X,0,s,e,0
kulen,1711,18,X,0,k,n,0
cult,1712,18,X,0,c,t,0
cultured,1713,18,X,0,c,d,0
market vendor,1714,18,X,0,m,r,0
kuna,1715,18,X,0,k,a,0
swimsuit,1716,18,X,0,s,t,0
to bathe,1717,18,X,0,t,e,0
malfunction,1718,18,X,0,m,n,0
vocabulary,1719,18,X,0,v,y,0
editor,1720,18,X,0,e,r,0
personal pronoun,1721,18,X,0,p,n,0
squid,1722,18,X,0,s,d,0
liqueur,1723,18,X,0,l,r,0
linguist,1724,18,X,0,l,t,0
lime tree; lipa,1725,18,X,0,l,a,0
locative case,1726,18,X,0,l,e,0
locomotive,1727,18,X,0,l,e,0
pot,1728,18,X,0,p,t,0
to play ball,1729,18,X,0,t,l,0
laurel,1730,18,X,0,l,l,0
in summer,1731,18,X,0,i,r,0
to kiss,1732,18,X,0,t,s,0
swing,1733,18,X,0,s,g,0
to be angry,1734,18,X,0,t,y,0
green bean,1735,18,X,0,g,n,0
marathon,1736,18,X,0,m,n,0
apricot,1737,18,X,0,a,t,0
olive,1738,18,X,0,o,e,0
material,1739,18,X,0,m,l,0
Mediterranean,1740,18,X,0,M,n,0
butcher shop,1741,18,X,0,b,p,0
microwave oven,1742,18,X,0,m,n,0
mineral,1743,18,X,0,m,l,0
mineral water,1744,18,X,0,m,r,0
miniskirt,1745,18,X,0,m,t,0
dairy product,1746,18,X,0,d,t,0
mlinci,1747,18,X,0,m,i,0
ground,1748,18,X,0,g,d,0
modal,1749,18,X,0,m,l,0
national park,1750,18,X,0,n,k,0
nationality,1751,18,X,0,n,y,0
to draw,1752,18,X,0,t,w,0
to hope,1753,18,X,0,t,e,0
to emphasize,1754,18,X,0,t,e,0
stressed,1755,18,X,0,s,d,0
nylon stockings,1756,18,X,0,n,s,0
to be located,1757,18,X,0,t,d,0
for example,1758,18,X,0,f,e,0
ordering,1759,18,X,0,o,g,0
toasting,1760,18,X,0,t,g,0
lamplighter,1761,18,X,0,l,r,0
skyscraper,1762,18,X,0,s,r,0
not far from,1763,18,X,0,n,m,0
informal,1764,18,X,0,i,l,0
informally,1765,18,X,0,i,y,0
negation,1766,18,X,0,n,n,0
to deny,1767,18,X,0,t,y,0
disapproval,1768,18,X,0,d,l,0
uncommunicative,1769,18,X,0,u,e,0
unfriendly,1770,18,X,0,u,y,0
unstressed,1771,18,X,0,u,d,0
indecisiveness,1772,18,X,0,i,s,0
non-palatal consonant,1773,18,X,0,n,t,0
movable a,1774,18,X,0,m,a,0
non-working,1775,18,X,0,n,g,0
unrealistic,1776,18,X,0,u,c,0
atypical,1777,18,X,0,a,l,0
incorrect,1778,18,X,0,i,t,0
incorrectly,1779,18,X,0,i,y,0
disbelief,1780,18,X,0,d,f,0
inanimate,1781,18,X,0,i,e,0
nominative case,1782,18,X,0,n,e,0
offering,1783,18,X,0,o,g,0
necessity,1784,18,X,0,n,y,0
care,1785,18,X,0,c,e,0
gnocchi,1786,18,X,0,g,i,0
to mark,1787,18,X,0,t,k,0
explanatory,1788,18,X,0,e,y,0
to get dressed,1789,18,X,0,t,d,0
addressing,1790,18,X,0,a,g,0
to address,1791,18,X,0,t,s,0
footwear,1792,18,X,0,f,r,0
vinegar,1793,18,X,0,v,r,0
father's,1794,18,X,0,f,s,0
to act out,1795,18,X,0,t,t,0
to rest,1796,18,X,0,t,t,0
to relate,1797,18,X,0,t,e,0
to take place,1798,18,X,0,t,e,0
unfolding,1799,18,X,0,u,g,0
Olympic Games,1800,18,X,0,O,s,0
descriptive,1801,19,X,0,d,e,0
organ,1802,19,X,0,o,n,0
eighteenth,1803,19,X,0,e,h,0
eight hundred,1804,19,X,0,e,d,0
to feel,1805,19,X,0,t,l,0
basic,1806,19,X,0,b,c,0
depending,1807,19,X,0,d,g,0
to get married,1808,19,X,0,t,d,0
grammatical case,1809,19,X,0,g,e,0
parachute,1810,19,X,0,p,e,0
palatal consonant,1811,19,X,0,p,t,0
palm tree,1812,19,X,0,p,e,0
stationery shop,1813,19,X,0,s,p,0
to park,1814,19,X,0,t,k,0
partitive genitive,1815,19,X,0,p,e,0
Pag,1816,19,X,0,P,g,0
eggplant,1817,19,X,0,e,t,0
pastry,1818,19,X,0,p,y,0
bakery,1819,19,X,0,b,y,0
perfect tense,1820,19,X,0,p,e,0
parsley,1821,19,X,0,p,y,0
fifteenth,1822,19,X,0,f,h,0
mountaineer,1823,19,X,0,m,r,0
mountaineering,1824,19,X,0,m,g,0
to hike,1825,19,X,0,t,e,0
gas,1826,19,X,0,g,s,0
dinner plate,1827,19,X,0,d,e,0
to treat,1828,19,X,0,t,t,0
to match,1829,19,X,0,t,h,0
entrepreneur,1830,19,X,0,e,r,0
pass,1831,19,X,0,p,s,0
showing,1832,19,X,0,s,g,0
demonstrative,1833,19,X,0,d,e,0
gift-giving,1834,19,X,0,g,g,0
to give as a gift,1835,19,X,0,t,t,0
gift voucher,1836,19,X,0,g,r,0
peninsula,1837,19,X,0,p,a,0
repetition,1838,19,X,0,r,n,0
to repair,1839,19,X,0,t,r,0
order,1840,19,X,0,o,r,0
possessor,1841,19,X,0,p,r,0
to help oneself,1842,19,X,0,t,f,0
to tidy up,1843,19,X,0,t,p,0
to achieve,1844,19,X,0,t,e,0
dishes,1845,19,X,0,d,s,0
possessive pronoun,1846,19,X,0,p,n,0
possessiveness,1847,19,X,0,p,s,0
undershirt,1848,19,X,0,u,t,0
to teach,1849,19,X,0,t,h,0
to vomit,1850,19,X,0,t,t,0
reflexive pronoun,1851,19,X,0,r,n,0
reflexive verb,1852,19,X,0,r,b,0
inviting,1853,19,X,0,i,g,0
to wash oneself,1854,19,X,0,t,f,0
spelling,1855,19,X,0,s,g,0
proposing,1856,19,X,0,p,g,0
prefix,1857,19,X,0,p,x,1
too little,1858,19,X,0,t,e,0
prime minister,1859,19,X,0,p,r,0
to transform,1860,19,X,0,t,m,0
too serious,1861,19,X,0,t,s,0
to copy,1862,19,X,0,t,y,0
to retell,1863,19,X,0,t,l,0
to recalculate,1864,19,X,0,t,e,0
previous,1865,19,X,0,p,s,0
present tense,1866,19,X,0,p,e,0
presentation,1867,19,X,0,p,n,0
to present,1868,19,X,0,t,t,0
to approach,1869,19,X,0,t,h,0
adjective,1870,19,X,0,a,e,0
adjectival,1871,19,X,0,a,l,0
reception,1872,19,X,0,r,n,0
recipient,1873,19,X,0,r,t,0
coastal region,1874,19,X,0,c,n,0
belonging,1875,19,X,0,b,g,0
in doing so,1876,19,X,0,i,o,0
to land,1877,19,X,0,t,d,0
selling,1878,19,X,0,s,g,0
forecast,1879,19,X,0,f,t,0
programmer,1880,19,X,0,p,r,0
to design,1881,19,X,0,t,n,0
passer-by,1882,19,X,0,p,y,0
to miss,1883,19,X,0,t,s,0
prosciutto,1884,19,X,0,p,o,0
to fry,1885,19,X,0,t,y,0
signpost,1886,19,X,0,s,t,0
travelogue,1887,19,X,0,t,e,0
radler,1888,19,X,0,r,r,0
study,1889,19,X,0,s,y,0
workday,1890,19,X,0,w,y,0
working hours,1891,19,X,0,w,s,0
to look forward to,1892,19,X,0,t,o,0
rafting,1893,19,X,0,r,g,0
rakija,1894,19,X,0,r,a,0
inquiring,1895,19,X,0,i,g,0
to sell out,1896,19,X,0,t,t,0
to look around,1897,19,X,0,t,d,0
to differ,1898,19,X,0,t,r,0
to sort,1899,19,X,0,t,t,0
realistic,1900,19,X,0,r,c,0
ordinal,1901,20,X,0,o,l,0
reflexive,1902,20,X,0,r,e,0
racket,1903,20,X,0,r,t,0
recreation,1904,20,X,0,r,n,0
to relax,1905,20,X,0,t,x,1
relief,1906,20,X,0,r,f,0
masterpiece,1907,20,X,0,m,e,0
belt,1908,20,X,0,b,t,0
fish shop,1909,20,X,0,f,p,0
Rijeka,1910,20,X,0,R,a,0
waterfront promenade,1911,20,X,0,w,e,0
dictionary,1912,20,X,0,d,y,0
to be born,1913,20,X,0,t,n,0
roller skate,1914,20,X,0,r,e,0
to dive,1915,20,X,0,t,e,0
cape,1916,20,X,0,c,e,0
handball,1917,20,X,0,h,l,0
handball player,1918,20,X,0,h,r,0
to shake hands,1919,20,X,0,t,s,0
rosemary,1920,20,X,0,r,y,0
to contain,1921,20,X,0,t,n,0
salami,1922,20,X,0,s,i,0
independently,1923,20,X,0,i,y,0
sandal,1924,20,X,0,s,l,0
sarma,1925,20,X,0,s,a,0
to meet,1926,20,X,0,t,t,0
to consist,1927,20,X,0,t,t,0
seventeenth,1928,20,X,0,s,h,0
seven hundred,1929,20,X,0,s,d,0
sister's,1930,20,X,0,s,s,0
sibilarization,1931,20,X,0,s,n,0
phrase,1932,20,X,0,p,e,0
to remember,1933,20,X,0,t,r,0
to recall,1934,20,X,0,t,l,0
north of,1935,20,X,0,n,f,0
scanner,1936,20,X,0,s,r,0
to scan,1937,20,X,0,t,n,0
to ski,1938,20,X,0,t,i,0
sculpture,1939,20,X,0,s,e,0
pastry shop,1940,20,X,0,p,p,0
Slavic,1941,20,X,0,S,c,0
picture book,1942,20,X,0,p,k,0
syllable,1943,20,X,0,s,e,0
listening,1944,20,X,0,l,g,0
located,1945,20,X,0,l,d,0
solar,1946,20,X,0,s,r,0
bedroom,1947,20,X,0,b,m,0
specific,1948,20,X,0,s,c,0
sex,1949,20,X,0,s,x,1
monument,1950,20,X,0,m,t,0
silver,1951,20,X,0,s,r,0
Central European,1952,20,X,0,C,n,0
housing,1953,20,X,0,h,g,0
staticness,1954,20,X,0,s,s,0
stethoscope,1955,20,X,0,s,e,0
small table,1956,20,X,0,s,e,0
hundredth,1957,20,X,0,h,h,0
uncle's,1958,20,X,0,u,s,0
dormitory,1959,20,X,0,d,y,0
to study,1960,20,X,0,t,y,0
column,1961,20,X,0,c,n,0
conversation partner,1962,20,X,0,c,r,0
beach umbrella,1963,20,X,0,b,a,0
to sunbathe,1964,20,X,0,t,e,0
everyday,1965,20,X,0,e,y,0
liking,1966,20,X,0,l,g,0
to be liked,1967,20,X,0,t,d,0
to shine,1968,20,X,0,t,e,0
pork,1969,20,X,0,p,k,0
light gray,1970,20,X,0,l,y,0
to joke,1971,20,X,0,t,e,0
sixteenth,1972,20,X,0,s,h,0
sixtieth,1973,20,X,0,s,h,0
whipped cream,1974,20,X,0,w,m,0
plum,1975,20,X,0,p,m,0
high heel,1976,20,X,0,h,l,0
nerd,1977,20,X,0,n,d,0
tablet,1978,20,X,0,t,t,0
leggings,1979,20,X,0,l,s,0
so-so,1980,20,X,0,s,o,0
dark blue,1981,20,X,0,d,e,0
dark gray,1982,20,X,0,d,y,0
small plate,1983,20,X,0,s,e,0
tennis player,1984,20,X,0,t,r,0
hot water bottle,1985,20,X,0,h,e,0
Corpus Christi,1986,20,X,0,C,i,0
dough,1987,20,X,0,d,h,0
zucchini,1988,20,X,0,z,i,0
i.e.,1989,20,X,0,i,.,1
blood pressure monitor,1990,20,X,0,b,r,0
duration,1991,20,X,0,d,n,0
searching,1992,20,X,0,s,g,0
tracksuit,1993,20,X,0,t,t,0
thirtieth,1994,20,X,0,t,h,0
thriller,1995,20,X,0,t,r,0
thirteenth,1996,20,X,0,t,h,0
three-seater sofa,1997,20,X,0,t,a,0
tunic,1998,20,X,0,t,c,0
touristic,1999,20,X,0,t,c,0
shower cabin,2000,20,X,0,s,n,0
to form,2001,21,X,0,t,m,0
classroom,2002,21,X,0,c,m,0
to move away,2003,21,X,0,t,y,0
textbook,2004,21,X,0,t,k,0
to unite,2005,21,X,0,t,e,0
decoration,2006,21,X,0,d,n,0
to decorate,2007,21,X,0,t,e,0
to insert,2008,21,X,0,t,t,0
retiree,2009,21,X,0,r,e,0
washbasin,2010,21,X,0,w,n,0
to become customary,2011,21,X,0,t,y,0
to enroll,2012,21,X,0,t,l,0
interrogative form,2013,21,X,0,i,m,0
question mark,2014,21,X,0,q,k,0
to get acquainted,2015,21,X,0,t,d,0
getting acquainted,2016,21,X,0,g,d,0
exclamatory,2017,21,X,0,e,y,0
exclamation mark,2018,21,X,0,e,k,0
oral,2019,21,X,0,o,l,0
orally,2020,21,X,0,o,y,0
orientation,2021,21,X,0,o,n,0
to direct,2022,21,X,0,t,t,0
funicular,2023,21,X,0,f,r,0
to get excited,2024,21,X,0,t,d,0
waffle,2025,21,X,0,w,e,0
water polo player,2026,21,X,0,w,r,0
vase,2027,21,X,0,v,e,0
joy,2028,21,X,0,j,y,0
rower,2029,21,X,0,r,r,0
weekend house,2030,21,X,0,w,e,0
hanging,2031,21,X,0,h,g,0
fruit shop,2032,21,X,0,f,p,0
vowel,2033,21,X,0,v,l,0
to drive,2034,21,X,0,t,e,0
to return,2035,21,X,0,t,n,0
zoo,2036,21,X,0,z,o,0
to have fun,2037,21,X,0,t,n,0
spice,2038,21,X,0,s,e,0
to season,2039,21,X,0,t,n,0
Zadar,2040,21,X,0,Z,r,0
bracket,2041,21,X,0,b,t,0
Zagreb,2042,21,X,0,Z,b,0
Zagreb resident,2043,21,X,0,Z,t,0
thanking,2044,21,X,0,t,g,0
pronoun,2045,21,X,0,p,n,0
to be interested,2046,21,X,0,t,d,0
to circle,2047,21,X,0,t,e,0
west of,2048,21,X,0,w,f,0
final,2049,21,X,0,f,l,0
winter vacation,2050,21,X,0,w,n,0
to spend the winter,2051,21,X,0,t,r,0
digit,2052,21,X,0,d,t,0
oatmeal,2053,21,X,0,o,l,0
railway station,2054,21,X,0,r,n,0
cable car,2055,21,X,0,c,r,0
grain,2056,21,X,0,g,n,0
liveliness,2057,21,X,0,l,s,0
teaspoon,2058,21,X,0,t,n,0
to hurry,2059,21,X,0,t,y,0
African,2060,21,X,0,A,n,0
Albania,2061,21,X,0,A,a,0
Albanian,2062,21,X,0,A,n,0
Belgium,2063,21,X,0,B,m,0
Bolivia,2064,21,X,0,B,a,0
Bolivian,2065,21,X,0,B,n,0
Bosnia and Herzegovina,2066,21,X,0,B,a,0
Bosnian,2067,21,X,0,B,n,0
Herzegovinian,2068,21,X,0,H,n,0
Bulgaria,2069,21,X,0,B,a,0
Czechia,2070,21,X,0,C,a,0
Chile,2071,21,X,0,C,e,0
Englishman,2072,21,X,0,E,n,0
Englishwoman,2073,21,X,0,E,n,0
Estonia,2074,21,X,0,E,a,0
Finland,2075,21,X,0,F,d,0
Honduras,2076,21,X,0,H,s,0
Croatia,2077,21,X,0,C,a,0
Croat,2078,21,X,0,C,t,0
Indonesia,2079,21,X,0,I,a,0
Indonesian,2080,21,X,0,I,n,0
Iran,2081,21,X,0,I,n,0
Irishman,2082,21,X,0,I,n,0
Irishwoman,2083,21,X,0,I,n,0
Iceland,2084,21,X,0,I,d,0
Icelander,2085,21,X,0,I,r,0
Japan,2086,21,X,0,J,n,0
Qatar,2087,21,X,0,Q,r,0
Kazakhstan,2088,21,X,0,K,n,0
Kazakh,2089,21,X,0,K,h,0
Korea,2090,21,X,0,K,a,0
Lithuania,2091,21,X,0,L,a,0
Lithuanian,2092,21,X,0,L,n,0
Hungary,2093,21,X,0,H,y,0
Morocco,2094,21,X,0,M,o,0
Moroccan,2095,21,X,0,M,n,0
Netherlands,2096,21,X,0,N,s,0
Dutchman,2097,21,X,0,D,n,0
Paraguay,2098,21,X,0,P,y,0
Paraguayan,2099,21,X,0,P,n,0
Portugal,2100,21,X,0,P,l,0
Romania,2101,22,X,0,R,a,0
Syria,2102,22,X,0,S,a,0
Syrian,2103,22,X,0,S,n,0
Slovakia,2104,22,X,0,S,a,0
Slovak,2105,22,X,0,S,k,0
Slovenia,2106,22,X,0,S,a,0
Slovenian,2107,22,X,0,S,n,0
Serbia,2108,22,X,0,S,a,0
Scot,2109,22,X,0,S,t,0
Spaniard,2110,22,X,0,S,d,0
Swede,2111,22,X,0,S,e,0
Turkey,2112,22,X,0,T,y,0
Turk,2113,22,X,0,T,k,0
Ukraine,2114,22,X,0,U,e,0
Uruguay,2115,22,X,0,U,y,0
Uruguayan,2116,22,X,0,U,n,0
