lemma,translation,language,is_primary,provenance
dean,dekanica,hr,0,llm_only
pantry,smočnica,hr,1,llm_only
helpful,uslužan,hr,1,llm_only
trait,osobina,hr,1,llm_only
horror,horor,hr,1,llm_only
public,javni,hr,1,llm_only
athlete,atletičar,hr,1,llm_only
athlete,sportaš,hr,0,llm_only
athlete,atletičarka,hr,0,llm_only
athlete,sportašica,hr,0,llm_only
spaghetti,špageti,hr,1,llm_only
Switzerland,Švicarska,hr,1,llm_only
vegetarian,vegetarijanac,hr,1,llm_only
peach,breskva,hr,1,llm_only
lemonade,limunada,hr,1,llm_only
architect,arhitekt,hr,1,llm_only
architect,arhitektica,hr,0,llm_only
Irish,irski,hr,1,llm_only
small town,gradić,hr,1,llm_only
cookie,keks,hr,1,llm_only
Iraqi,irački,hr,1,llm_only
Iraqi,Iračanin,hr,0,llm_only
Iraqi,Iračanka,hr,0,llm_only
pajamas,pidžama,hr,1,llm_only
category,kategorija,hr,1,llm_only
two hundred,dvjesto,hr,1,llm_only
discount,popust,hr,1,llm_only
verb,glagol,hr,1,llm_only
dining room,blagovaonica,hr,1,llm_only
settlement,naselje,hr,1,llm_only
postcard,razglednica,hr,1,llm_only
painting,slikanje,hr,1,llm_only
painting,slikarstvo,hr,0,llm_only
ninth,deveti,hr,1,llm_only
in autumn,najesen,hr,1,llm_only
dimension,dimenzija,hr,1,llm_only
singing,pjevanje,hr,1,llm_only
chemistry,kemija,hr,1,llm_only
etc.,itd.,hr,1,llm_only
sour,kiseo,hr,1,llm_only
Australian,australski,hr,1,llm_only
Australian,Australac,hr,0,llm_only
Australian,Australka,hr,0,llm_only
stadium,stadion,hr,1,llm_only
sixteen,šesnaest,hr,1,llm_only
railway,željeznički,hr,1,llm_only
author,autor,hr,1,llm_only
strawberry,jagoda,hr,1,llm_only
menu,jelovnik,hr,1,llm_only
e.g.,npr.,hr,1,llm_only
housewife,domaćica,hr,1,llm_only
grapes,grožđe,hr,1,llm_only
earring,naušnica,hr,1,llm_only
quality,kvalitetan,hr,1,llm_only
practicing,vježbanje,hr,1,llm_only
favorable,povoljan,hr,1,llm_only
pyramid,piramida,hr,1,llm_only
semester,semestar,hr,1,llm_only
hardworking,marljiv,hr,1,llm_only
Ireland,Irska,hr,1,llm_only
ancient,antički,hr,1,llm_only
sweater,džemper,hr,1,llm_only
yogurt,jogurt,hr,1,llm_only
Pakistani,Pakistanac,hr,1,llm_only
Pakistani,Pakistanka,hr,0,llm_only
Pakistani,pakistanski,hr,0,llm_only
tenth,deseti,hr,1,llm_only
pharmacy,ljekarna,hr,1,llm_only
to sightsee,razgledavati,hr,1,llm_only
volcano,vulkan,hr,1,llm_only
musical,mjuzikl,hr,1,llm_only
cucumber,krastavac,hr,1,llm_only
commercial,trgovački,hr,1,llm_only
to symbolize,simbolizirati,hr,1,llm_only
yoga,joga,hr,1,llm_only
specialty,specijalitet,hr,1,llm_only
sixty,šezdeset,hr,1,llm_only
five hundred,petsto,hr,1,llm_only
jam,džem,hr,1,llm_only
dissatisfied,nezadovoljan,hr,1,llm_only
vitamin,vitamin,hr,1,llm_only
gym,teretana,hr,1,llm_only
continent,kontinent,hr,1,llm_only
irregular,nepravilan,hr,1,llm_only
blazer,sako,hr,1,llm_only
flu,gripa,hr,1,llm_only
scarf,marama,hr,1,llm_only
scarf,šal,hr,0,llm_only
playground,igralište,hr,1,llm_only
initial,početni,hr,1,llm_only
unforgettable,nezaboravan,hr,1,llm_only
likeable,simpatičan,hr,1,llm_only
Scotland,Škotska,hr,1,llm_only
pepper,papar,hr,1,llm_only
pepper,paprika,hr,0,llm_only
documentary,dokumentarac,hr,1,llm_only
documentary,dokumentarni,hr,0,llm_only
theoretical,teorijski,hr,1,llm_only
Brazilian,brazilski,hr,1,llm_only
Brazilian,Brazilac,hr,0,llm_only
Brazilian,Brazilka,hr,0,llm_only
pea,grašak,hr,1,llm_only
ballet,balet,hr,1,llm_only
seventeen,sedamnaest,hr,1,llm_only
napkin,salveta,hr,1,llm_only
umbrella,kišobran,hr,1,llm_only
region,regija,hr,1,llm_only
biology,biologija,hr,1,llm_only
cabbage,kupus,hr,1,llm_only
irony,ironija,hr,1,llm_only
loud,bučan,hr,1,llm_only
Norwegian,Norvežanin,hr,1,llm_only
Norwegian,Norvežanka,hr,0,llm_only
Norwegian,norveški,hr,0,llm_only
terrace,terasa,hr,1,llm_only
landmark,znamenitost,hr,1,llm_only
garlic,češnjak,hr,1,llm_only
watermelon,lubenica,hr,1,llm_only
invention,izum,hr,1,llm_only
thirteen,trinaest,hr,1,llm_only
fourteen,četrnaest,hr,1,llm_only
origin,podrijetlo,hr,1,llm_only
skiing,skijanje,hr,1,llm_only
flour,brašno,hr,1,llm_only
shocked,šokiran,hr,1,llm_only
Easter,Uskrs,hr,1,llm_only
Easter,uskrsni,hr,0,llm_only
Iranian,Iranac,hr,1,llm_only
Iranian,Iranka,hr,0,llm_only
Iranian,iranski,hr,0,llm_only
tennis,tenis,hr,1,llm_only
tennis,teniski,hr,0,llm_only
eighteen,osamnaest,hr,1,llm_only
philosophy,filozofija,hr,1,llm_only
theatrical,kazališni,hr,1,llm_only
Egypt,Egipat,hr,1,llm_only
the day before yesterday,prekjučer,hr,1,llm_only
comedy,komedija,hr,1,llm_only
slipper,papuča,hr,1,llm_only
appetizer,predjelo,hr,1,llm_only
climate,klima,hr,1,llm_only
Pakistan,Pakistan,hr,1,llm_only
Poland,Poljska,hr,1,llm_only
Britain,Britanija,hr,1,llm_only
veal,teletina,hr,1,llm_only
reader,čitač,hr,1,llm_only
reader,čitatelj,hr,0,llm_only
kindergarten,vrtić,hr,1,llm_only
stream,potok,hr,1,llm_only
dialogue,dijalog,hr,1,llm_only
backpack,ruksak,hr,1,llm_only
bookstore,knjižara,hr,1,llm_only
national team,reprezentacija,hr,1,llm_only
Belgian,belgijski,hr,1,llm_only
Belgian,Belgijac,hr,0,llm_only
Belgian,Belgijka,hr,0,llm_only
notebook,bilježnica,hr,1,llm_only
understanding,razumijevanje,hr,1,llm_only
diplomat,diplomat,hr,1,llm_only
magnet,magnet,hr,1,llm_only
Greece,Grčka,hr,1,llm_only
footballer,nogometaš,hr,1,llm_only
interrogative,upitni,hr,1,llm_only
long-lasting,dugotrajan,hr,1,llm_only
untidy,neuredan,hr,1,llm_only
ski,skija,hr,1,llm_only
spacious,prostran,hr,1,llm_only
Ukrainian,Ukrajinac,hr,1,llm_only
Ukrainian,Ukrajinka,hr,0,llm_only
Ukrainian,ukrajinski,hr,0,llm_only
sink,sudoper,hr,1,llm_only
ingredient,sastojak,hr,1,llm_only
Romanian,Rumunj,hr,1,llm_only
Romanian,Rumunjka,hr,0,llm_only
Romanian,rumunjski,hr,0,llm_only
passive,pasivan,hr,1,llm_only
vanilla,vanilija,hr,1,llm_only
Afghan,Afganistanac,hr,1,llm_only
Afghan,Afganistanka,hr,0,llm_only
Afghan,afganistanski,hr,0,llm_only
formula,formula,hr,1,llm_only
plural,množina,hr,1,llm_only
plural,plural,hr,0,llm_only
uncertainty,nesigurnost,hr,1,llm_only
calendar,kalendar,hr,1,llm_only
Sweden,Švedska,hr,1,llm_only
Norway,Norveška,hr,1,llm_only
archaeologist,arheolog,hr,1,llm_only
to fall in love,zavoljeti,hr,1,llm_only
shallow,plitak,hr,1,llm_only
chapter,cjelina,hr,1,llm_only
Serbian,Srbin,hr,1,llm_only
Serbian,Srpkinja,hr,0,llm_only
Serbian,srpski,hr,0,llm_only
blog,blog,hr,1,llm_only
unlikeable,antipatičan,hr,1,llm_only
Portuguese,Portugalac,hr,1,llm_only
Portuguese,Portugalka,hr,0,llm_only
Portuguese,portugalski,hr,0,llm_only
stand,štand,hr,1,llm_only
Estonian,Estonac,hr,1,llm_only
Estonian,Estonka,hr,0,llm_only
Estonian,estonski,hr,0,llm_only
Austrian,austrijski,hr,1,llm_only
Austrian,Austrijanac,hr,0,llm_only
Austrian,Austrijanka,hr,0,llm_only
stork,roda,hr,1,llm_only
caffeine,kofein,hr,1,llm_only
slim,vitak,hr,1,llm_only
eighty,osamdeset,hr,1,llm_only
diet,dijeta,hr,1,llm_only
function,funkcija,hr,1,llm_only
tram,tramvaj,hr,1,llm_only
tram,tramvajski,hr,0,llm_only
refusal,odbijanje,hr,1,llm_only
stove,peć,hr,1,llm_only
stove,štednjak,hr,0,llm_only
alphabet,abeceda,hr,1,llm_only
seventy,sedamdeset,hr,1,llm_only
cherry,trešnja,hr,1,llm_only
sour cherry,višnja,hr,1,llm_only
parking,parkiranje,hr,1,llm_only
Czech,češki,hr,1,llm_only
Czech,Čeh,hr,0,llm_only
Czech,Čehinja,hr,0,llm_only
Advent,advent,hr,1,llm_only
aerobics,aerobik,hr,1,llm_only
affirmative,afirmativan,hr,1,llm_only
affirmative,jesni,hr,0,llm_only
ajvar,ajvar,hr,1,llm_only
on sale,akcijski,hr,1,llm_only
accusative case,akuzativ,hr,1,llm_only
aquarium,akvarij,hr,1,llm_only
amphitheater,amfiteatar,hr,1,llm_only
pineapple,ananas,hr,1,llm_only
antifascist,antifašistički,hr,1,llm_only
Argentine,argentinski,hr,1,llm_only
Argentine,Argentinac,hr,0,llm_only
Argentine,Argentinka,hr,0,llm_only
studio,atelje,hr,1,llm_only
attraction,atrakcija,hr,1,llm_only
vending machine,automat,hr,1,llm_only
car wash,autopraonica,hr,1,llm_only
by hitchhiking,autostopom,hr,1,llm_only
Russian nesting doll,babuška,hr,1,llm_only
Bajadera,Bajadera,hr,1,llm_only
ballet flat,balerinka,hr,1,llm_only
bambus,bambus,hr,1,llm_only
ban,ban,hr,1,llm_only
ATM,bankomat,hr,1,llm_only
bevanda,bevanda,hr,1,llm_only
impersonal,bezličan,hr,1,llm_only
cash register,blagajna,hr,1,llm_only
chard,blitva,hr,1,llm_only
blogger,bloger,hr,1,llm_only
blogger,blogerica,hr,0,llm_only
blouse,bluza,hr,1,llm_only
to be afraid,bojati se,hr,1,llm_only
crayon,bojica,hr,1,llm_only
boxer shorts,bokserice,hr,1,llm_only
box of chocolates,bombonijera,hr,1,llm_only
basil,bosiljak,hr,1,llm_only
botanical garden,botanički vrt,hr,1,llm_only
broccoli,brokula,hr,1,llm_only
to wake up,buditi se,hr,1,llm_only
to wake up,probuditi se,hr,0,llm_only
Bulgarian,bugarski,hr,1,llm_only
Bulgarian,Bugarin,hr,0,llm_only
Bulgarian,Bugarka,hr,0,llm_only
burek,burek,hr,1,llm_only
Cedevita,Cedevita,hr,1,llm_only
cinnamon,cimet,hr,1,llm_only
cartoon,crtani film,hr,1,llm_only
cartoon,crtić,hr,0,llm_only
hyphen,crtica,hr,1,llm_only
Little Red Riding Hood,Crvenkapica,hr,1,llm_only
flower shop,cvjećarnica,hr,1,llm_only
cauliflower,cvjetača,hr,1,llm_only
congratulating,čestitanje,hr,1,llm_only
comb,češalj,hr,1,llm_only
to comb one's hair,češljati se,hr,1,llm_only
four hundred,četiristo,hr,1,llm_only
brush,četka,hr,1,llm_only
fourteenth,četrnaesti,hr,1,llm_only
Chilean,čileanski,hr,1,llm_only
Chilean,Čileanac,hr,0,llm_only
Chilean,Čileanka,hr,0,llm_only
to seem,činiti se,hr,1,llm_only
to be surprised,čuditi se,hr,1,llm_only
ćevap,ćevap,hr,1,llm_only
ćevapčić,ćevapčić,hr,1,llm_only
distant,dalek,hr,1,llm_only
distance,daljina,hr,1,llm_only
dative case,dativ,hr,1,llm_only
giving,davanje,hr,1,llm_only
to decline,deklinirati,hr,1,llm_only
destination,destinacija,hr,1,llm_only
detergent,deterdžent,hr,1,llm_only
ninety,devedeset,hr,1,llm_only
nineteen,devetnaest,hr,1,llm_only
nineteenth,devetnaesti,hr,1,llm_only
nine hundred,devetsto,hr,1,llm_only
dynamic,dinamičan,hr,1,llm_only
dynamism,dinamičnost,hr,1,llm_only
directive,direktivan,hr,1,llm_only
discussing,diskutiranje,hr,1,llm_only
living room,dnevna soba,hr,1,llm_only
living room,dnevni boravak,hr,0,llm_only
to await,dočekivati,hr,1,llm_only
to happen,dogoditi se,hr,1,llm_only
arranging,dogovaranje,hr,1,llm_only
to agree,dogovoriti se,hr,1,llm_only
to agree,slagati se,hr,0,llm_only
to agree,složiti se,hr,0,llm_only
documentary film,dokumentarni film,hr,1,llm_only
turtleneck,dolčevita,hr,1,llm_only
homeland,domovina,hr,1,llm_only
homeland,domovinski,hr,0,llm_only
to supplement,dopuniti,hr,1,llm_only
permitting,dopuštanje,hr,1,llm_only
drugstore,drogerija,hr,1,llm_only
to socialize,družiti se,hr,1,llm_only
wooden,drven,hr,1,llm_only
statehood,državnost,hr,1,llm_only
soup plate,duboki tanjur,hr,1,llm_only
Dubrovnik,dubrovački,hr,1,llm_only
length,dužina,hr,1,llm_only
twentieth,dvadeseti,hr,1,llm_only
twelfth,dvanaesti,hr,1,llm_only
two-thousandth,dvijetisućiti,hr,1,llm_only
two-seater sofa,dvosjed,hr,1,llm_only
pocket money,džeparac,hr,1,llm_only
ginger,đumbir,hr,1,llm_only
economist,ekonomistica,hr,1,llm_only
elegance,elegancija,hr,1,llm_only
essay,esej,hr,1,llm_only
philosophical,filozofski,hr,1,llm_only
fjord,fjord,hr,1,llm_only
flute,flauta,hr,1,llm_only
marker,flomaster,hr,1,llm_only
fountain,fontana,hr,1,llm_only
formal,formalan,hr,1,llm_only
formally,formalno,hr,1,llm_only
idiom,frazem,hr,1,llm_only
hairdressing,frizerski,hr,1,llm_only
future tense,futur,hr,1,llm_only
geyser,gejzir,hr,1,llm_only
gemišt,gemišt,hr,1,llm_only
genitive case,genitiv,hr,1,llm_only
iron,glačalo,hr,1,llm_only
verbal,glagolski,hr,1,llm_only
Glagolitic priest,glagoljaš,hr,1,llm_only
Glagolitic script,glagoljica,hr,1,llm_only
gluten,gluten,hr,1,llm_only
spoken,govorni,hr,1,llm_only
grapheme,grafem,hr,1,llm_only
graffiti,grafit,hr,1,llm_only
grammatical,gramatički,hr,1,llm_only
grammar,gramatika,hr,1,llm_only
coat of arms,grb,hr,1,llm_only
to hug,grliti,hr,1,llm_only
goulash,gulaš,hr,1,llm_only
pet name,hipokoristik,hr,1,llm_only
Honduran,honduraški,hr,1,llm_only
Honduran,Hondurašanin,hr,0,llm_only
Honduran,Hondurašanka,hr,0,llm_only
hostel,hostel,hr,1,llm_only
acted,igrani,hr,1,llm_only
feature film,igrani film,hr,1,llm_only
to play,igrati se,hr,1,llm_only
icon,ikona,hr,1,llm_only
name day,imendan,hr,1,llm_only
noun,imenica,hr,1,llm_only
nominal,imenski,hr,1,llm_only
to improvise,improvizirati,hr,1,llm_only
indirect,indirektan,hr,1,llm_only
infinitive,infinitiv,hr,1,llm_only
IT specialist,informatičar,hr,1,llm_only
IT specialist,informatičarka,hr,0,llm_only
to inform,informirati,hr,1,llm_only
innovation,inovacija,hr,1,llm_only
inspiration,inspiracija,hr,1,llm_only
installation,instalacija,hr,1,llm_only
instrumental case,instrumental,hr,1,llm_only
to interview,intervjuirati,hr,1,llm_only
inversion,inverzija,hr,1,llm_only
Icelandic,islandski,hr,1,llm_only
apologizing,ispričavanje,hr,1,llm_only
to apologize,ispričavati se,hr,1,llm_only
letting out,ispuštanje,hr,1,llm_only
east of,istočno od,hr,1,llm_only
declarative,izjavni,hr,1,llm_only
to rent,iznajmljivati,hr,1,llm_only
to carry out,iznositi,hr,1,llm_only
to omit,izostaviti,hr,1,llm_only
inventor,izumitelj,hr,1,llm_only
Adriatic,jadranski,hr,1,llm_only
lamb,janjetina,hr,1,llm_only
to report in,javiti se,hr,1,llm_only
to report in,javljati se,hr,0,llm_only
eleventh,jedanaesti,hr,1,llm_only
to sail,jedriti,hr,1,llm_only
to sail,ploviti,hr,0,llm_only
linguistic,jezični,hr,1,llm_only
south of,južno od,hr,1,llm_only
South African,južnoafrički,hr,1,llm_only
calculator,kalkulator,hr,1,llm_only
stone,kameni,hr,1,llm_only
canteen,kantina,hr,1,llm_only
characteristic,karakteristika,hr,1,llm_only
characteristic,svojstven,hr,0,llm_only
Karlovac,karlovački,hr,1,llm_only
carnival,karneval,hr,1,llm_only
to play cards,kartati se,hr,1,llm_only
catalog,katalog,hr,1,llm_only
Qatari,katarski,hr,1,llm_only
Qatari,Katarac,hr,0,llm_only
Qatari,Katarka,hr,0,llm_only
cathedral,katedrala,hr,1,llm_only
chestnut,kesten,hr,1,llm_only
kiosk,kiosk,hr,1,llm_only
paintbrush,kist,hr,1,llm_only
ice skater,klizačica,hr,1,llm_only
kangaroo,klokan,hr,1,llm_only
clog,klompa,hr,1,llm_only
librarian,knjižničarka,hr,1,llm_only
koala,koala,hr,1,llm_only
to combine,kombinirati,hr,1,llm_only
communicative,komunikativan,hr,1,llm_only
conditional mood,kondicional,hr,1,llm_only
concretely,konkretno,hr,1,llm_only
consonant,konsonant,hr,1,llm_only
to construct,konstruirati,hr,1,llm_only
consultation,konzultacije,hr,1,llm_only
to conjugate,konjugirati,hr,1,llm_only
football boot,kopačka,hr,1,llm_only
promenade,korzo,hr,1,llm_only
promenade,promenada,hr,0,llm_only
promenade,šetalište,hr,0,llm_only
basketball player,košarkaš,hr,1,llm_only
cosmetologist,kozmetičar,hr,1,llm_only
cosmetologist,kozmetičarka,hr,0,llm_only
cosmetic,kozmetički,hr,1,llm_only
cream cake,kremšnita,hr,1,llm_only
pear,kruška,hr,1,llm_only
small house,kućica,hr,1,llm_only
kulen,kulen,hr,1,llm_only
cult,kultni,hr,1,llm_only
cultured,kulturan,hr,1,llm_only
market vendor,kumica,hr,1,llm_only
kuna,kuna,hr,1,llm_only
swimsuit,kupaći kostim,hr,1,llm_only
to bathe,kupati,hr,1,llm_only
to bathe,kupati se,hr,0,llm_only
malfunction,kvar,hr,1,llm_only
vocabulary,leksik,hr,1,llm_only
vocabulary,vokabular,hr,0,llm_only
editor,lektor,hr,1,llm_only
editor,lektorica,hr,0,llm_only
personal pronoun,lična zamjenica,hr,1,llm_only
squid,lignja,hr,1,llm_only
liqueur,liker,hr,1,llm_only
linguist,lingvist,hr,1,llm_only
lime tree; lipa,lipa,hr,1,llm_only
locative case,lokativ,hr,1,llm_only
locomotive,lokomotiva,hr,1,llm_only
pot,lonac,hr,1,llm_only
to play ball,loptati se,hr,1,llm_only
laurel,lovor,hr,1,llm_only
in summer,ljeti,hr,1,llm_only
to kiss,ljubiti se,hr,1,llm_only
swing,ljuljačka,hr,1,llm_only
to be angry,ljutiti se,hr,1,llm_only
green bean,mahuna,hr,1,llm_only
marathon,maraton,hr,1,llm_only
apricot,marelica,hr,1,llm_only
olive,maslina,hr,1,llm_only
material,materijalan,hr,1,llm_only
Mediterranean,mediteranski,hr,1,llm_only
butcher shop,mesnica,hr,1,llm_only
microwave oven,mikrovalna pećnica,hr,1,llm_only
mineral,mineral,hr,1,llm_only
mineral water,mineralna voda,hr,1,llm_only
miniskirt,minica,hr,1,llm_only
dairy product,mliječni proizvod,hr,1,llm_only
mlinci,mlinci,hr,1,llm_only
ground,mljeven,hr,1,llm_only
modal,modalan,hr,1,llm_only
national park,nacionalni park,hr,1,llm_only
nationality,nacionalnost,hr,1,llm_only
to draw,nacrtati,hr,1,llm_only
to hope,nadati se,hr,1,llm_only
to emphasize,naglasiti,hr,1,llm_only
stressed,naglašen,hr,1,llm_only
nylon stockings,najlonke,hr,1,llm_only
to be located,nalaziti se,hr,1,llm_only
for example,naprimjer,hr,1,llm_only
ordering,naručivanje,hr,1,llm_only
toasting,nazdravljanje,hr,1,llm_only
lamplighter,nažigač,hr,1,llm_only
skyscraper,neboder,hr,1,llm_only
not far from,nedaleko od,hr,1,llm_only
informal,neformalan,hr,1,llm_only
informally,neformalno,hr,1,llm_only
negation,negacija,hr,1,llm_only
to deny,negirati,hr,1,llm_only
disapproval,negodovanje,hr,1,llm_only
uncommunicative,nekomunikativan,hr,1,llm_only
unfriendly,neljubazan,hr,1,llm_only
unstressed,nenaglašen,hr,1,llm_only
indecisiveness,neodlučnost,hr,1,llm_only
non-palatal consonant,nepalatal,hr,1,llm_only
movable a,nepostojano a,hr,1,llm_only
non-working,neradni,hr,1,llm_only
unrealistic,nerealan,hr,1,llm_only
atypical,netipičan,hr,1,llm_only
incorrect,netočan,hr,1,llm_only
incorrectly,netočno,hr,1,llm_only
disbelief,nevjerica,hr,1,llm_only
inanimate,neživ,hr,1,llm_only
nominative case,nominativ,hr,1,llm_only
offering,nuđenje,hr,1,llm_only
offering,pružanje,hr,0,llm_only
necessity,nužnost,hr,1,llm_only
care,njega,hr,1,llm_only
gnocchi,njoki,hr,1,llm_only
to mark,obilježiti,hr,1,llm_only
explanatory,objasnidbeni,hr,1,llm_only
to get dressed,oblačiti se,hr,1,llm_only
addressing,obraćanje,hr,1,llm_only
to address,obraćati se,hr,1,llm_only
footwear,obuća,hr,1,llm_only
vinegar,ocat,hr,1,llm_only
father's,očev,hr,1,llm_only
to act out,odglumiti,hr,1,llm_only
to rest,odmarati se,hr,1,llm_only
to rest,odmoriti se,hr,0,llm_only
to relate,odnositi se,hr,1,llm_only
to take place,održavati se,hr,1,llm_only
unfolding,odvijanje,hr,1,llm_only
Olympic Games,Olimpijske igre,hr,1,llm_only
descriptive,opisni,hr,1,llm_only
organ,orgulje,hr,1,llm_only
eighteenth,osamnaesti,hr,1,llm_only
eight hundred,osamsto,hr,1,llm_only
to feel,osjećati se,hr,1,llm_only
basic,osnovni,hr,1,llm_only
depending,ovisno,hr,1,llm_only
to get married,oženiti se,hr,1,llm_only
to get married,ženiti se,hr,0,llm_only
to get married,udati se,hr,0,llm_only
grammatical case,padež,hr,1,llm_only
parachute,padobran,hr,1,llm_only
palatal consonant,palatal,hr,1,llm_only
palm tree,palma,hr,1,llm_only
stationery shop,papirnica,hr,1,llm_only
to park,parkirati se,hr,1,llm_only
partitive genitive,partitivni genitiv,hr,1,llm_only
Pag,paški,hr,1,llm_only
eggplant,patlidžan,hr,1,llm_only
pastry,pecivo,hr,1,llm_only
bakery,pekarnica,hr,1,llm_only
perfect tense,perfekt,hr,1,llm_only
parsley,peršin,hr,1,llm_only
fifteenth,petnaesti,hr,1,llm_only
mountaineer,planinar,hr,1,llm_only
mountaineering,planinarenje,hr,1,llm_only
mountaineering,planinarski,hr,0,llm_only
to hike,planinariti,hr,1,llm_only
gas,plinski,hr,1,llm_only
dinner plate,plitki tanjur,hr,1,llm_only
to treat,počastiti,hr,1,llm_only
to match,podudarati se,hr,1,llm_only
entrepreneur,poduzetnica,hr,1,llm_only
pass,pokaz,hr,1,llm_only
showing,pokazivanje,hr,1,llm_only
demonstrative,pokazni,hr,1,llm_only
gift-giving,poklanjanje,hr,1,llm_only
to give as a gift,poklanjati,hr,1,llm_only
to give as a gift,pokloniti,hr,0,llm_only
gift voucher,poklon-bon,hr,1,llm_only
peninsula,poluotok,hr,1,llm_only
repetition,ponavljanje,hr,1,llm_only
to repair,popravljati,hr,1,llm_only
order,poredak,hr,1,llm_only
possessor,posesor,hr,1,llm_only
to help oneself,poslužiti se,hr,1,llm_only
to tidy up,pospremati,hr,1,llm_only
to achieve,postizati,hr,1,llm_only
dishes,posuđe,hr,1,llm_only
possessive pronoun,posvojna zamjenica,hr,1,llm_only
possessiveness,posvojnost,hr,1,llm_only
undershirt,potkošulja,hr,1,llm_only
to teach,poučavati,hr,1,llm_only
to vomit,povraćati,hr,1,llm_only
reflexive pronoun,povratna zamjenica,hr,1,llm_only
reflexive verb,povratni glagol,hr,1,llm_only
inviting,pozivanje,hr,1,llm_only
to wash oneself,prati se,hr,1,llm_only
spelling,pravopis,hr,1,llm_only
proposing,predlaganje,hr,1,llm_only
prefix,predmetak,hr,1,llm_only
prefix,prefiks,hr,0,llm_only
too little,premalo,hr,1,llm_only
prime minister,premijerka,hr,1,llm_only
to transform,preoblikovati,hr,1,llm_only
too serious,preozbiljan,hr,1,llm_only
to copy,prepisati,hr,1,llm_only
to copy,prepisivati,hr,0,llm_only
to retell,prepričati,hr,1,llm_only
to recalculate,preračunati,hr,1,llm_only
previous,prethodan,hr,1,llm_only
present tense,prezent,hr,1,llm_only
presentation,prezentacija,hr,1,llm_only
to present,prezentirati,hr,1,llm_only
to approach,približavati se,hr,1,llm_only
adjective,pridjev,hr,1,llm_only
adjectival,pridjevski,hr,1,llm_only
reception,primanje,hr,1,llm_only
recipient,primatelj,hr,1,llm_only
coastal region,primorje,hr,1,llm_only
belonging,pripadnost,hr,1,llm_only
in doing so,pritom,hr,1,llm_only
to land,prizemljiti,hr,1,llm_only
selling,prodavanje,hr,1,llm_only
forecast,prognoza,hr,1,llm_only
programmer,programer,hr,1,llm_only
programmer,programerka,hr,0,llm_only
to design,projektirati,hr,1,llm_only
passer-by,prolaznica,hr,1,llm_only
passer-by,prolaznik,hr,0,llm_only
to miss,propuštati,hr,1,llm_only
prosciutto,pršut,hr,1,llm_only
to fry,pržiti,hr,1,llm_only
signpost,putokaz,hr,1,llm_only
travelogue,putopis,hr,1,llm_only
radler,radler,hr,1,llm_only
study,radna soba,hr,1,llm_only
workday,radni dan,hr,1,llm_only
working hours,radno vrijeme,hr,1,llm_only
to look forward to,radovati se,hr,1,llm_only
to look forward to,veseliti se,hr,0,llm_only
rafting,rafting,hr,1,llm_only
rakija,rakija,hr,1,llm_only
inquiring,raspitivanje,hr,1,llm_only
to sell out,rasprodati,hr,1,llm_only
to look around,razgledati,hr,1,llm_only
to differ,razlikovati se,hr,1,llm_only
to sort,razvrstati,hr,1,llm_only
realistic,realan,hr,1,llm_only
ordinal,redni,hr,1,llm_only
reflexive,refleksivni,hr,1,llm_only
racket,reket,hr,1,llm_only
recreation,rekreacija,hr,1,llm_only
to relax,rekreirati se,hr,1,llm_only
relief,reljef,hr,1,llm_only
masterpiece,remek-djelo,hr,1,llm_only
belt,remen,hr,1,llm_only
fish shop,ribarnica,hr,1,llm_only
Rijeka,riječki,hr,1,llm_only
waterfront promenade,riva,hr,1,llm_only
dictionary,rječnik,hr,1,llm_only
to be born,roditi se,hr,1,llm_only
roller skate,rola,hr,1,llm_only
to dive,roniti,hr,1,llm_only
cape,rt,hr,1,llm_only
handball,rukomet,hr,1,llm_only
handball player,rukometaš,hr,1,llm_only
to shake hands,rukovati se,hr,1,llm_only
rosemary,ružmarin,hr,1,llm_only
to contain,sadržavati,hr,1,llm_only
salami,salama,hr,1,llm_only
independently,samostalno,hr,1,llm_only
sandal,sandala,hr,1,llm_only
sarma,sarma,hr,1,llm_only
to meet,sastati se,hr,1,llm_only
to meet,sresti se,hr,0,llm_only
to meet,sretati,hr,0,llm_only
to consist,sastojati se,hr,1,llm_only
seventeenth,sedamnaesti,hr,1,llm_only
seven hundred,sedamsto,hr,1,llm_only
sister's,sestrin,hr,1,llm_only
sibilarization,sibilarizacija,hr,1,llm_only
phrase,sintagma,hr,1,llm_only
to remember,sjećati se,hr,1,llm_only
to recall,sjetiti se,hr,1,llm_only
north of,sjeverno od,hr,1,llm_only
scanner,skener,hr,1,llm_only
to scan,skenirati,hr,1,llm_only
to ski,skijati,hr,1,llm_only
sculpture,skulptura,hr,1,llm_only
pastry shop,slastičarnica,hr,1,llm_only
Slavic,slavenski,hr,1,llm_only
picture book,slikovnica,hr,1,llm_only
syllable,slog,hr,1,llm_only
listening,slušanje,hr,1,llm_only
located,smješten,hr,1,llm_only
solar,solarni,hr,1,llm_only
bedroom,spavaća soba,hr,1,llm_only
specific,specifičan,hr,1,llm_only
sex,spol,hr,1,llm_only
monument,spomenik,hr,1,llm_only
silver,srebrn,hr,1,llm_only
Central European,srednjoeuropski,hr,1,llm_only
housing,stanovanje,hr,1,llm_only
staticness,statičnost,hr,1,llm_only
stethoscope,stetoskop,hr,1,llm_only
small table,stolić,hr,1,llm_only
hundredth,stoti,hr,1,llm_only
uncle's,stričev,hr,1,llm_only
