lemma,first_singular,second_singular,third_singular,first_plural,second_plural,third_plural,provenance
ráz,rázok,rázol,ráz,rázunk,ráztok,ráznak,wiktionary
rajzol,rajzolok,rajzolsz,rajzol,rajzolunk,rajzoltok,rajzolnak,wiktionary
bevisz,beviszek,beviszel,bevisz,beviszünk,bevisztek,bevisznek,wiktionary
rejt,rejtek,rejtesz,rejt,rejtünk,rejtetek,rejtenek,wiktionary
végződik,végződöm,végződsz,végződik,végződünk,végződtök,végződnek,wiktionary
veszekedik,veszekedem,veszekedsz,veszekedik,veszekedünk,veszekedtek,veszekednek,wiktionary
elkövet,elkövetek,elkövetsz,elkövet,elkövetünk,elkövettek,elkövetnek,wiktionary
eldob,eldobok,eldobsz,eldob,eldobunk,eldobtok,eldobnak,wiktionary
költ,költök,költesz,költ,költünk,költötök,költenek,wiktionary
lefoglal,lefoglalok,lefoglalsz,lefoglal,lefoglalunk,lefoglaltok,lefoglalnak,wiktionary
folytatódik,folytatódom,folytatódsz,folytatódik,folytatódunk,folytatódtok,folytatódnak,wiktionary
befog,befogok,befogsz,befog,befogunk,befogtok,befognak,wiktionary
ered,eredek,eredsz,ered,eredünk,eredtek,erednek,wiktionary
gyilkol,gyilkolok,gyilkolsz,gyilkol,gyilkolunk,gyilkoltok,gyilkolnak,wiktionary
jelenik,jelenek,jelensz,jelenik,jelenünk,jelentek,jelennek,wiktionary
kiáll,kiállok,kiállsz,kiáll,kiállunk,kiálltok,kiállnak,wiktionary
megszökik,megszököm,megszöksz,megszökik,megszökünk,megszöktök,megszöknek,wiktionary
alkalmaz,alkalmazok,alkalmazol,alkalmaz,alkalmazunk,alkalmaztok,alkalmaznak,wiktionary
forgat,forgatok,forgatsz,forgat,forgatunk,forgattok,forgatnak,wiktionary
hibázik,hibázok,hibázol,hibázik,hibázunk,hibáztok,hibáznak,wiktionary
tárgyal,tárgyalok,tárgyalsz,tárgyal,tárgyalunk,tárgyaltok,tárgyalnak,wiktionary
zuhan,zuhanok,zuhansz,zuhan,zuhanunk,zuhantok,zuhannak,wiktionary
csodál,csodálok,csodálsz,csodál,csodálunk,csodáltok,csodálnak,wiktionary
beszáll,beszállok,beszállsz,beszáll,beszállunk,beszálltok,beszállnak,wiktionary
etet,etetek,etetsz,etet,etetünk,etettek,etetnek,wiktionary
kikapcsol,kikapcsolok,kikapcsolsz,kikapcsol,kikapcsolunk,kikapcsoltok,kikapcsolnak,wiktionary
mér,mérek,mérsz,mér,mérünk,mértek,mérnek,wiktionary
elvág,elvágok,elvágsz,elvág,elvágunk,elvágtok,elvágnak,wiktionary
csökken,csökkenek,csökkensz,csökken,csökkenünk,csökkentek,csökkennek,wiktionary
szorít,szorítok,szorítasz,szorít,szorítunk,szorítotok,szorítanak,wiktionary
megúszik,megúszom,megúszol,megúszik,megúszunk,megúszotok,megúszanak,wiktionary
fárad,fáradok,fáradsz,fárad,fáradunk,fáradtok,fáradnak,wiktionary
izgat,izgatok,izgatsz,izgat,izgatunk,izgattok,izgatnak,wiktionary
romlik,romlok,romlasz,romlik,romlunk,romlotok,romlanak,wiktionary
mondogat,mondogatok,mondogatsz,mondogat,mondogatunk,mondogattok,mondogatnak,wiktionary
pakol,pakolok,pakolsz,pakol,pakolunk,pakoltok,pakolnak,wiktionary
nyugszik,nyugszom,nyugszol,nyugodik,nyugszunk,nyugszotok,nyugszanak,wiktionary
emelkedik,emelkedem,emelkedsz,emelkedik,emelkedünk,emelkedtek,emelkednek,wiktionary
meglepődik,meglepődöm,meglepődsz,meglepődik,meglepődünk,meglepődtök,meglepődnek,wiktionary
garantál,garantálok,garantálsz,garantál,garantálunk,garantáltok,garantálnak,wiktionary
elfoglal,elfoglalok,elfoglalsz,elfoglal,elfoglalunk,elfoglaltok,elfoglalnak,wiktionary
benéz,benézek,benézel,benéz,benézünk,benéztek,benéznek,wiktionary
kételkedik,kételkedem,kételkedsz,kételkedik,kételkedünk,kételkedtek,kételkednek,wiktionary
megver,megverek,megversz,megver,megverünk,megvertek,megvernek,wiktionary
bérel,bérlek,bérelsz,bérel,bérlünk,béreltek,bérelnek,wiktionary
dumál,dumálok,dumálsz,dumál,dumálunk,dumáltok,dumálnak,wiktionary
kivisz,kiviszek,kiviszel,kivisz,kiviszünk,kivisztek,kivisznek,wiktionary
bűzlik,bűzlök,bűzlesz,bűzlik,bűzlünk,bűzlötök,bűzlenek,wiktionary
teremt,teremtek,teremtesz,teremt,teremtünk,teremtetek,teremtenek,wiktionary
fogy,fogyok,fogysz,fogy,fogyunk,fogytok,fogynak,wiktionary
visszautasít,visszautasítok,visszautasítasz,visszautasít,visszautasítunk,visszautasítotok,visszautasítanak,wiktionary
akadályoz,akadályozok,akadályozol,akadályoz,akadályozunk,akadályoztok,akadályoznak,wiktionary
pisil,pisilek,pisilsz,pisil,pisilünk,pisiltek,pisilnek,wiktionary
titkol,titkolok,titkolsz,titkol,titkolunk,titkoltok,titkolnak,wiktionary
bejelent,bejelentek,bejelentesz,bejelent,bejelentünk,bejelentetek,bejelentenek,wiktionary
kóstol,kóstolok,kóstolsz,kóstol,kóstolunk,kóstoltok,kóstolnak,wiktionary
belegondol,belegondolok,belegondolsz,belegondol,belegondolunk,belegondoltok,belegondolnak,wiktionary
cselekszik,cselekszem,cselekszel,cselekedik,cselekszünk,cselekszetek,cselekszenek,wiktionary
létrehoz,létrehozok,létrehozol,létrehoz,létrehozunk,létrehoztok,létrehoznak,wiktionary
felhasznál,felhasználok,felhasználsz,felhasznál,felhasználunk,felhasználtok,felhasználnak,wiktionary
visszavon,visszavonok,visszavonsz,visszavon,visszavonunk,visszavontok,visszavonnak,wiktionary
gyújt,gyújtok,gyújtasz,gyújt,gyújtunk,gyújtotok,gyújtanak,wiktionary
megbízik,megbízom,megbízol,megbízik,megbízunk,megbíztok,megbíznak,wiktionary
tartalmaz,tartalmazok,tartalmazol,tartalmaz,tartalmazunk,tartalmaztok,tartalmaznak,wiktionary
fejlődik,fejlődöm,fejlődsz,fejlődik,fejlődünk,fejlődtök,fejlődnek,wiktionary
elmúlik,elmúlok,elmúlsz,elmúlik,elmúlunk,elmúltok,elmúlnak,wiktionary
kínoz,kínzok,kínzol,kínoz,kínzunk,kínoztok,kínoznak,wiktionary
szül,szülök,szülsz,szül,szülünk,szültök,szülnek,wiktionary
retteg,rettegek,rettegsz,retteg,rettegünk,rettegtek,rettegnek,wiktionary
csodálkozik,csodálkozom,csodálkozol,csodálkozik,csodálkozunk,csodálkoztok,csodálkoznak,wiktionary
betesz,beteszek,beteszel,betesz,beteszünk,betesztek,betesznek,wiktionary
zaklat,zaklatok,zaklatsz,zaklat,zaklatunk,zaklattok,zaklatnak,wiktionary
ölel,ölelek,ölelsz,ölel,ölelünk,öleltek,ölelnek,wiktionary
megérint,megérintek,megérintesz,megérint,megérintünk,megérintetek,megérintenek,wiktionary
pusztít,pusztítok,pusztítasz,pusztít,pusztítunk,pusztítotok,pusztítanak,wiktionary
kitart,kitartok,kitartasz,kitart,kitartunk,kitartotok,kitartanak,wiktionary
uralkodik,uralkodom,uralkodsz,uralkodik,uralkodunk,uralkodtok,uralkodnak,wiktionary
ront,rontok,rontasz,ront,rontunk,rontotok,rontanak,wiktionary
idéz,idézek,idézel,idéz,idézünk,idéztek,idéznek,wiktionary
bead,beadok,beadsz,bead,beadunk,beadtok,beadnak,wiktionary
ismétel,ismétlek,ismételsz,ismétel,ismétlünk,ismételtek,ismételnek,wiktionary
aggaszt,aggasztok,aggasztasz,aggaszt,aggasztunk,aggasztotok,aggasztanak,wiktionary
bukkan,bukkanok,bukkansz,bukkan,bukkanunk,bukkantok,bukkannak,wiktionary
harap,harapok,harapsz,harap,harapunk,haraptok,harapnak,wiktionary
kapcsolódik,kapcsolódom,kapcsolódsz,kapcsolódik,kapcsolódunk,kapcsolódtok,kapcsolódnak,wiktionary
befolyásol,befolyásolok,befolyásolsz,befolyásol,befolyásolunk,befolyásoltok,befolyásolnak,wiktionary
megerőszakol,megerőszakolok,megerőszakolsz,megerőszakol,megerőszakolunk,megerőszakoltok,megerőszakolnak,wiktionary
dől,dőlök,dőlsz,dől,dőlünk,dőltök,dőlnek,wiktionary
mozgat,mozgatok,mozgatsz,mozgat,mozgatunk,mozgattok,mozgatnak,wiktionary
vonatkozik,vonatkozok,vonatkozol,vonatkozik,vonatkozunk,vonatkoztok,vonatkoznak,wiktionary
lep,lepek,lepsz,lep,lepünk,leptek,lepnek,wiktionary
temet,temetek,temetsz,temet,temetünk,temettek,temetnek,wiktionary
dolgoz,dolgozok,dolgozol,dolgoz,dolgozunk,dolgoztok,dolgoznak,wiktionary
kiver,kiverek,kiversz,kiver,kiverünk,kivertek,kivernek,wiktionary
lejön,lejövök,lejössz,lejön,lejövünk,lejöttök,lejönnek,wiktionary
különbözik,különbözöm,különbözöl,különbözik,különbözünk,különböztök,különböznek,wiktionary
üzletel,üzletelek,üzletelsz,üzletel,üzletelünk,üzleteltek,üzletelnek,wiktionary
unatkozik,unatkozom,unatkozol,unatkozik,unatkozunk,unatkoztok,unatkoznak,wiktionary
örököl,örökölök,örökölsz,örököl,örökölünk,örököltök,örökölnek,wiktionary
engedélyez,engedélyezek,engedélyezel,engedélyez,engedélyezünk,engedélyeztek,engedélyeznek,wiktionary
tanúskodik,tanúskodom,tanúskodsz,tanúskodik,tanúskodunk,tanúskodtok,tanúskodnak,wiktionary
ragyog,ragyogok,ragyogsz,ragyog,ragyogunk,ragyogtok,ragyognak,wiktionary
esküdik,esküdöm,esküdsz,esküdik,esküdünk,esküdtök,esküdnek,wiktionary
megbánt,megbántok,megbántasz,megbánt,megbántunk,megbántotok,megbántanak,wiktionary
megbíz,megbízok,megbízol,megbíz,megbízunk,megbíztok,megbíznak,wiktionary
vonul,vonulok,vonulsz,vonul,vonulunk,vonultok,vonulnak,wiktionary
erőltet,erőltetek,erőltetsz,erőltet,erőltetünk,erőltettek,erőltetnek,wiktionary
nyílik,nyílok,nyílsz,nyílik,nyílunk,nyíltok,nyílnak,wiktionary
súg,súgok,súgsz,súg,súgunk,súgtok,súgnak,wiktionary
óhajt,óhajtok,óhajtasz,óhajt,óhajtunk,óhajtotok,óhajtanak,wiktionary
megjavít,megjavítok,megjavítasz,megjavít,megjavítunk,megjavítotok,megjavítanak,wiktionary
eltéved,eltévedek,eltévedsz,eltéved,eltévedünk,eltévedtek,eltévednek,wiktionary
megtagad,megtagadok,megtagadsz,megtagad,megtagadunk,megtagadtok,megtagadnak,wiktionary
együttműködik,együttműködöm,együttműködsz,együttműködik,együttműködünk,együttműködtök,együttműködnek,wiktionary
edz,edzek,edzel,edz,edzünk,edzetek,edzenek,wiktionary
fázik,fázom,fázol,fázik,fázunk,fáztok,fáznak,wiktionary
jegyez,jegyzek,jegyzel,jegyez,jegyzünk,jegyeztek,jegyeznek,wiktionary
verekedik,verekedem,verekedsz,verekedik,verekedünk,verekedtek,verekednek,wiktionary
dong,dongok,dongsz,dong,dongunk,dongtok,dongnak,wiktionary
közeleg,közelgek,közelegsz,közeleg,közelgünk,közelegtek,közelegnek,wiktionary
időzít,időzítek,időzítesz,időzít,időzítünk,időzítetek,időzítenek,wiktionary
igazol,igazolok,igazolsz,igazol,igazolunk,igazoltok,igazolnak,wiktionary
megragad,megragadok,megragadsz,megragad,megragadunk,megragadtok,megragadnak,wiktionary
tüntet,tüntetek,tüntetsz,tüntet,tüntetünk,tüntettek,tüntetnek,wiktionary
eltávolít,eltávolítok,eltávolítasz,eltávolít,eltávolítunk,eltávolítotok,eltávolítanak,wiktionary
szökik,szököm,szöksz,szökik,szökünk,szöktök,szöknek,wiktionary
merészel,merészelek,merészelsz,merészel,merészelünk,merészeltek,merészelnek,wiktionary
nyír,nyírok,nyírsz,nyír,nyírunk,nyírtok,nyírnak,wiktionary
kimarad,kimaradok,kimaradsz,kimarad,kimaradunk,kimaradtok,kimaradnak,wiktionary
tartózkodik,tartózkodom,tartózkodsz,tartózkodik,tartózkodunk,tartózkodtok,tartózkodnak,wiktionary
szalad,szaladok,szaladsz,szalad,szaladunk,szaladtok,szaladnak,wiktionary
büntet,büntetek,büntetsz,büntet,büntetünk,büntettek,büntetnek,wiktionary
erősít,erősítek,erősítesz,erősít,erősítünk,erősítetek,erősítenek,wiktionary
körülnéz,körülnézek,körülnézel,körülnéz,körülnézünk,körülnéztek,körülnéznek,wiktionary
igyekezik,igyekezem,igyekezel,igyekezik,igyekezünk,igyekeztek,igyekeznek,wiktionary
ural,uralok,uralsz,ural,uralunk,uraltok,uralnak,wiktionary
gyanít,gyanítok,gyanítasz,gyanít,gyanítunk,gyanítotok,gyanítanak,wiktionary
vonz,vonzok,vonzol,vonz,vonzunk,vonzotok,vonzanak,wiktionary
kizár,kizárok,kizársz,kizár,kizárunk,kizártok,kizárnak,wiktionary
ellát,ellátok,ellátsz,ellát,ellátunk,elláttok,ellátnak,wiktionary
alakít,alakítok,alakítasz,alakít,alakítunk,alakítotok,alakítanak,wiktionary
megsemmisít,megsemmisítek,megsemmisítesz,megsemmisít,megsemmisítünk,megsemmisítetek,megsemmisítenek,wiktionary
növel,növelek,növelsz,növel,növelünk,növeltek,növelnek,wiktionary
passzol,passzolok,passzolsz,passzol,passzolunk,passzoltok,passzolnak,wiktionary
szorul,szorulok,szorulsz,szorul,szorulunk,szorultok,szorulnak,wiktionary
felszáll,felszállok,felszállsz,felszáll,felszállunk,felszálltok,felszállnak,wiktionary
kicserél,kicserélek,kicserélsz,kicserél,kicserélünk,kicseréltek,kicserélnek,wiktionary
kiválaszt,kiválasztok,kiválasztasz,kiválaszt,kiválasztunk,kiválasztotok,kiválasztanak,wiktionary
köszönt,köszöntök,köszöntesz,köszönt,köszöntünk,köszöntötök,köszöntenek,wiktionary
megemlít,megemlítek,megemlítesz,megemlít,megemlítünk,megemlítetek,megemlítenek,wiktionary
elkísér,elkísérek,elkísérsz,elkísér,elkísérünk,elkísértek,elkísérnek,wiktionary
kirabol,kirabolok,kirabolsz,kirabol,kirabolunk,kiraboltok,kirabolnak,wiktionary
bekapcsol,bekapcsolok,bekapcsolsz,bekapcsol,bekapcsolunk,bekapcsoltok,bekapcsolnak,wiktionary
gyógyul,gyógyulok,gyógyulsz,gyógyul,gyógyulunk,gyógyultok,gyógyulnak,wiktionary
csökkent,csökkentek,csökkentesz,csökkent,csökkentünk,csökkentetek,csökkentenek,wiktionary
feláldoz,feláldozok,feláldozol,feláldoz,feláldozunk,feláldoztok,feláldoznak,wiktionary
sodor,sodrok,sodorsz,sodor,sodrunk,sodortok,sodornak,wiktionary
kibír,kibírok,kibírsz,kibír,kibírunk,kibírtok,kibírnak,wiktionary
észlel,észlelek,észlelsz,észlel,észlelünk,észleltek,észlelnek,wiktionary
kerget,kergetek,kergetsz,kerget,kergetünk,kergettek,kergetnek,wiktionary
kitesz,kiteszek,kiteszel,kitesz,kiteszünk,kitesztek,kitesznek,wiktionary
megcsal,megcsalok,megcsalsz,megcsal,megcsalunk,megcsaltok,megcsalnak,wiktionary
lovagol,lovaglok,lovagolsz,lovagol,lovaglunk,lovagoltok,lovagolnak,wiktionary
bedob,bedobok,bedobsz,bedob,bedobunk,bedobtok,bedobnak,wiktionary
idead,ideadok,ideadsz,idead,ideadunk,ideadtok,ideadnak,wiktionary
elvár,elvárok,elvársz,elvár,elvárunk,elvártok,elvárnak,wiktionary
jelöl,jelölök,jelölsz,jelöl,jelölünk,jelöltök,jelölnek,wiktionary
hozzászokik,hozzászokom,hozzászoksz,hozzászokik,hozzászokunk,hozzászoktok,hozzászoknak,wiktionary
megfordul,megfordulok,megfordulsz,megfordul,megfordulunk,megfordultok,megfordulnak,wiktionary
gyárt,gyártok,gyártasz,gyárt,gyártunk,gyártotok,gyártanak,wiktionary
bekerül,bekerülök,bekerülsz,bekerül,bekerülünk,bekerültök,bekerülnek,wiktionary
megmérgez,megmérgezek,megmérgezel,megmérgez,megmérgezünk,megmérgeztek,megmérgeznek,wiktionary
felbukkan,felbukkanok,felbukkansz,felbukkan,felbukkanunk,felbukkantok,felbukkannak,wiktionary
értet,értetek,értetsz,értet,értetünk,értettek,értetnek,wiktionary
megtilt,megtiltok,megtiltasz,megtilt,megtiltunk,megtiltotok,megtiltanak,wiktionary
végignéz,végignézek,végignézel,végignéz,végignézünk,végignéztek,végignéznek,wiktionary
elhatároz,elhatározok,elhatározol,elhatároz,elhatározunk,elhatároztok,elhatároznak,wiktionary
kifogy,kifogyok,kifogysz,kifogy,kifogyunk,kifogytok,kifogynak,wiktionary
tanulmányoz,tanulmányozok,tanulmányozol,tanulmányoz,tanulmányozunk,tanulmányoztok,tanulmányoznak,wiktionary
jő,jövök,jősz,jő,jövünk,jőtök,jőnek,wiktionary
dohányzik,dohányzom,dohányzol,dohányzik,dohányzunk,dohányoztok,dohányoznak,wiktionary
felhúz,felhúzok,felhúzol,felhúz,felhúzunk,felhúztok,felhúznak,wiktionary
növekszik,növekszem,növekszel,növekedik,növekszünk,növekszetek,növekszenek,wiktionary
robban,robbanok,robbansz,robban,robbanunk,robbantok,robbannak,wiktionary
parkol,parkolok,parkolsz,parkol,parkolunk,parkoltok,parkolnak,wiktionary
zuhanyozik,zuhanyozok,zuhanyozol,zuhanyozik,zuhanyozunk,zuhanyoztok,zuhanyoznak,wiktionary
kefél,kefélek,kefélsz,kefél,kefélünk,keféltek,kefélnek,wiktionary
gyógyít,gyógyítok,gyógyítasz,gyógyít,gyógyítunk,gyógyítotok,gyógyítanak,wiktionary
kínál,kínálok,kínálsz,kínál,kínálunk,kínáltok,kínálnak,wiktionary
reggelizik,reggelizem,reggelizel,reggelizik,reggelizünk,reggeliztek,reggeliznek,wiktionary
remeg,remegek,remegsz,remeg,remegünk,remegtek,remegnek,wiktionary
pazarol,pazarlok,pazarolsz,pazarol,pazarlunk,pazaroltok,pazarolnak,wiktionary
közelít,közelítek,közelítesz,közelít,közelítünk,közelítetek,közelítenek,wiktionary
becsap,becsapok,becsapsz,becsap,becsapunk,becsaptok,becsapnak,wiktionary
leszed,leszedek,leszedsz,leszed,leszedünk,leszedtek,leszednek,wiktionary
tesztel,tesztelek,tesztelsz,tesztel,tesztelünk,teszteltek,tesztelnek,wiktionary
szembenéz,szembenézek,szembenézel,szembenéz,szembenézünk,szembenéztek,szembenéznek,wiktionary
fagy,fagyok,fagysz,fagy,fagyunk,fagytok,fagynak,wiktionary
megőriz,megőrzök,megőrzöl,megőriz,megőrzünk,megőriztek,megőriznek,wiktionary
továbblép,továbblépek,továbblépsz,továbblép,továbblépünk,továbbléptek,továbblépnek,wiktionary
csíp,csípek,csípsz,csíp,csípünk,csíptek,csípnek,wiktionary
igényel,igénylek,igényelsz,igényel,igénylünk,igényeltek,igényelnek,wiktionary
tűr,tűrök,tűrsz,tűr,tűrünk,tűrtök,tűrnek,wiktionary
rejtőzik,rejtőzöm,rejtőzöl,rejtőzik,rejtőzünk,rejtőztök,rejtőznek,wiktionary
elbújik,elbújok,elbújsz,elbújik,elbújunk,elbújtok,elbújnak,wiktionary
adódik,adódom,adódsz,adódik,adódunk,adódtok,adódnak,wiktionary
ellenez,ellenzek,ellenzel,ellenez,ellenzünk,elleneztek,elleneznek,wiktionary
derül,derülök,derülsz,derül,derülünk,derültök,derülnek,wiktionary
felmond,felmondok,felmondasz,felmond,felmondunk,felmondotok,felmondanak,wiktionary
megjegyez,megjegyzek,megjegyzel,megjegyez,megjegyzünk,megjegyeztek,megjegyeznek,wiktionary
tippel,tippelek,tippelsz,tippel,tippelünk,tippeltek,tippelnek,wiktionary
sül,sülök,sülsz,sül,sülünk,sültök,sülnek,wiktionary
meglep,meglepek,meglepsz,meglep,meglepünk,megleptek,meglepnek,wiktionary
tép,tépek,tépsz,tép,tépünk,téptek,tépnek,wiktionary
elhúz,elhúzok,elhúzol,elhúz,elhúzunk,elhúztok,elhúznak,wiktionary
gyűlik,gyűlök,gyűlsz,gyűlik,gyűlünk,gyűltök,gyűlnek,wiktionary
megszólal,megszólalok,megszólalsz,megszólal,megszólalunk,megszólaltok,megszólalnak,wiktionary
bújik,bújok,bújsz,bújik,bújunk,bújtok,bújnak,wiktionary
megállapít,megállapítok,megállapítasz,megállapít,megállapítunk,megállapítotok,megállapítanak,wiktionary
fürdik,fürdöm,fürödsz,fürdik,fürdünk,fürödtök,fürödnek,wiktionary
képez,képzek,képzel,képez,képzünk,képeztek,képeznek,wiktionary
lel,lelek,lelsz,lel,lelünk,leltek,lelnek,wiktionary
felhoz,felhozok,felhozol,felhoz,felhozunk,felhoztok,felhoznak,wiktionary
idegesít,idegesítek,idegesítesz,idegesít,idegesítünk,idegesítetek,idegesítenek,wiktionary
lazít,lazítok,lazítasz,lazít,lazítunk,lazítotok,lazítanak,wiktionary
javul,javulok,javulsz,javul,javulunk,javultok,javulnak,wiktionary
kommunikál,kommunikálok,kommunikálsz,kommunikál,kommunikálunk,kommunikáltok,kommunikálnak,wiktionary
süllyed,süllyedek,süllyedsz,süllyed,süllyedünk,süllyedtek,süllyednek,wiktionary
lenyűgöz,lenyűgözök,lenyűgözöl,lenyűgöz,lenyűgözünk,lenyűgöztök,lenyűgöznek,wiktionary
megnyugtat,megnyugtatok,megnyugtatsz,megnyugtat,megnyugtatunk,megnyugtattok,megnyugtatnak,wiktionary
elkészít,elkészítek,elkészítesz,elkészít,elkészítünk,elkészítetek,elkészítenek,wiktionary
kerít,kerítek,kerítesz,kerít,kerítünk,kerítetek,kerítenek,wiktionary
határoz,határozok,határozol,határoz,határozunk,határoztok,határoznak,wiktionary
átöltözik,átöltözöm,átöltözöl,átöltözik,átöltözünk,átöltöztök,átöltöznek,wiktionary
megkezd,megkezdek,megkezdesz,megkezd,megkezdünk,megkezdetek,megkezdenek,wiktionary
felnéz,felnézek,felnézel,felnéz,felnézünk,felnéztek,felnéznek,wiktionary
megnyit,megnyitok,megnyitsz,megnyit,megnyitunk,megnyittok,megnyitnak,wiktionary
vész,veszek,veszel,vész,veszünk,vesztek,vesznek,wiktionary
meggyógyít,meggyógyítok,meggyógyítasz,meggyógyít,meggyógyítunk,meggyógyítotok,meggyógyítanak,wiktionary
becsül,becsülök,becsülsz,becsül,becsülünk,becsültök,becsülnek,wiktionary
becsuk,becsukok,becsuksz,becsuk,becsukunk,becsuktok,becsuknak,wiktionary
alapul,alapulok,alapulsz,alapul,alapulunk,alapultok,alapulnak,wiktionary
felébreszt,felébresztek,felébresztesz,felébreszt,felébresztünk,felébresztetek,felébresztenek,wiktionary
hullik,hullok,hullasz,hullik,hullunk,hullotok,hullanak,wiktionary
nyilatkozik,nyilatkozom,nyilatkozol,nyilatkozik,nyilatkozunk,nyilatkoztok,nyilatkoznak,wiktionary
kopog,kopogok,kopogsz,kopog,kopogunk,kopogtok,kopognak,wiktionary
nyaral,nyaralok,nyaralsz,nyaral,nyaralunk,nyaraltok,nyaralnak,wiktionary
megállapodik,megállapodom,megállapodsz,megállapodik,megállapodunk,megállapodtok,megállapodnak,wiktionary
megnyugszik,megnyugszom,megnyugszol,megnyugodik,megnyugszunk,megnyugszotok,megnyugszanak,wiktionary
óv,óvok,óvsz,óv,óvunk,óvtok,óvnak,wiktionary
takar,takarok,takarsz,takar,takarunk,takartok,takarnak,wiktionary
önt,öntök,öntesz,önt,öntünk,öntötök,öntenek,wiktionary
felfed,felfedek,felfedsz,felfed,felfedünk,felfedtek,felfednek,wiktionary
lead,leadok,leadsz,lead,leadunk,leadtok,leadnak,wiktionary
szakad,szakadok,szakadsz,szakad,szakadunk,szakadtok,szakadnak,wiktionary
kifejez,kifejezek,kifejezel,kifejez,kifejezünk,kifejeztek,kifejeznek,wiktionary
beállít,beállítok,beállítasz,beállít,beállítunk,beállítotok,beállítanak,wiktionary
aktivál,aktiválok,aktiválsz,aktivál,aktiválunk,aktiváltok,aktiválnak,wiktionary
kémkedik,kémkedem,kémkedsz,kémkedik,kémkedünk,kémkedtek,kémkednek,wiktionary
összefut,összefutok,összefutsz,összefut,összefutunk,összefuttok,összefutnak,wiktionary
csomagol,csomagolok,csomagolsz,csomagol,csomagolunk,csomagoltok,csomagolnak,wiktionary
fektet,fektetek,fektetsz,fektet,fektetünk,fektettek,fektetnek,wiktionary
beleszeret,beleszeretek,beleszeretsz,beleszeret,beleszeretünk,beleszerettek,beleszeretnek,wiktionary
elvet,elvetek,elvetsz,elvet,elvetünk,elvettek,elvetnek,wiktionary
járkál,járkálok,járkálsz,járkál,járkálunk,járkáltok,járkálnak,wiktionary
megismerkedik,megismerkedem,megismerkedsz,megismerkedik,megismerkedünk,megismerkedtek,megismerkednek,wiktionary
fenntart,fenntartok,fenntartasz,fenntart,fenntartunk,fenntartotok,fenntartanak,wiktionary
tisztít,tisztítok,tisztítasz,tisztít,tisztítunk,tisztítotok,tisztítanak,wiktionary
fed,fedek,fedsz,fed,fedünk,fedtek,fednek,wiktionary
tanácsol,tanácsolok,tanácsolsz,tanácsol,tanácsolunk,tanácsoltok,tanácsolnak,wiktionary
ijeszt,ijesztek,ijesztesz,ijeszt,ijesztünk,ijesztetek,ijesztenek,wiktionary
elkészül,elkészülök,elkészülsz,elkészül,elkészülünk,elkészültök,elkészülnek,wiktionary
épül,épülök,épülsz,épül,épülünk,épültök,épülnek,wiktionary
feldob,feldobok,feldobsz,feldob,feldobunk,feldobtok,feldobnak,wiktionary
teker,tekerek,tekersz,teker,tekerünk,tekertek,tekernek,wiktionary
szabadít,szabadítok,szabadítasz,szabadít,szabadítunk,szabadítotok,szabadítanak,wiktionary
előkészít,előkészítek,előkészítesz,előkészít,előkészítünk,előkészítetek,előkészítenek,wiktionary
ültet,ültetek,ültetsz,ültet,ültetünk,ültettek,ültetnek,wiktionary
megnősül,megnősülök,megnősülsz,megnősül,megnősülünk,megnősültök,megnősülnek,wiktionary
mutatkozik,mutatkozom,mutatkozol,mutatkozik,mutatkozunk,mutatkoztok,mutatkoznak,wiktionary
megvitat,megvitatok,megvitatsz,megvitat,megvitatunk,megvitattok,megvitatnak,wiktionary
osztozik,osztozom,osztozol,osztozik,osztozunk,osztoztok,osztoznak,wiktionary
felír,felírok,felírsz,felír,felírunk,felírtok,felírnak,wiktionary
lerombol,lerombolok,lerombolsz,lerombol,lerombolunk,leromboltok,lerombolnak,wiktionary
találgat,találgatok,találgatsz,találgat,találgatunk,találgattok,találgatnak,wiktionary
ütközik,ütközöm,ütközöl,ütközik,ütközünk,ütköztök,ütköznek,wiktionary
ugrál,ugrálok,ugrálsz,ugrál,ugrálunk,ugráltok,ugrálnak,wiktionary
helyettesít,helyettesítek,helyettesítesz,helyettesít,helyettesítünk,helyettesítetek,helyettesítenek,wiktionary
csúszik,csúszom,csúszol,csúszik,csúszunk,csúsztok,csúsznak,wiktionary
szüntet,szüntetek,szüntetsz,szüntet,szüntetünk,szüntettek,szüntetnek,wiktionary
rögzít,rögzítek,rögzítesz,rögzít,rögzítünk,rögzítetek,rögzítenek,wiktionary
megnyom,megnyomok,megnyomsz,megnyom,megnyomunk,megnyomtok,megnyomnak,wiktionary
lassít,lassítok,lassítasz,lassít,lassítunk,lassítotok,lassítanak,wiktionary
megfojt,megfojtok,megfojtasz,megfojt,megfojtunk,megfojtotok,megfojtanak,wiktionary
felkelt,felkeltek,felkeltesz,felkelt,felkeltünk,felkeltetek,felkeltenek,wiktionary
megfigyel,megfigyelek,megfigyelsz,megfigyel,megfigyelünk,megfigyeltek,megfigyelnek,wiktionary
kimutat,kimutatok,kimutatsz,kimutat,kimutatunk,kimutattok,kimutatnak,wiktionary
megszáll,megszállok,megszállsz,megszáll,megszállunk,megszálltok,megszállnak,wiktionary
ugrat,ugratok,ugratsz,ugrat,ugratunk,ugrattok,ugratnak,wiktionary
hever,heverek,heversz,hever,heverünk,hevertek,hevernek,wiktionary
